point,target_rate,measured_arrivals,schedule_sha256,qps_measured,qps_simulated,qps_error_pct,ttft_mean_ms_measured,ttft_mean_ms_simulated,ttft_mean_ms_error_pct,ttft_p99_ms_measured,ttft_p99_ms_simulated,ttft_p99_ms_error_pct,tpot_mean_ms_measured,tpot_mean_ms_simulated,tpot_mean_ms_error_pct,tpot_p99_ms_measured,tpot_p99_ms_simulated,tpot_p99_ms_error_pct,mean_inflight_measured,mean_inflight_simulated,mean_inflight_error_pct,arrival_cohort_slo_measured,arrival_cohort_slo_simulated,arrival_cohort_slo_error_pp,completion_cohort_slo_measured,completion_cohort_slo_simulated,completion_cohort_slo_error_pp,measured_pass,simulated_pass,experiment_source
baseline/rate-0.500,0.5,18,6deceae31dc3884d911d3b6ecc6b3a2f7d7134a8ff828a4523cf6b54822d794d,0.31666666666666665,0.31666666666666665,0.0,885.988342847971,830.8471614649915,-6.223691522365926,1508.872373947706,1318.3502194847724,-12.626790559128931,44.13170190883437,29.877062225750105,-32.30022651863953,61.999719021155336,47.7407175770456,-22.998493653244346,1.350492588483515,0.9861766307909612,-26.976524032734517,1.0,1.0,0.0,1.0,1.0,0.0,True,True,original_seed17
baseline/rate-1.000,1.0,53,a1d7b39a885f507e9d98fdaf469f9ef9161440a96e77a1eaf659cc9055c67982,0.7166666666666667,0.7666666666666667,6.976744186046524,1179.210669939013,1159.7817740224339,-1.647618734452605,2317.7333360676125,2253.4705556504928,-2.772656345623925,120.62642468238793,71.47100643718859,-40.75012450599166,269.0647857702406,150.0894230904596,-44.21810990211712,9.06521053546694,5.9470079314130855,-34.39746481181134,0.5283018867924528,0.7924528301886793,26.415094339622648,0.627906976744186,0.8260869565217391,19.817997977755308,False,False,original_seed17
baseline/refine-0.750,0.75,33,103e34925a715b7ce25507b17139f51eaf558c0d3b1dd5f669cbcc0c1e19aead,0.5333333333333333,0.5333333333333333,0.0,978.0854786307222,958.8299146905642,-1.9686995013068698,2015.7238736827273,2000.9262486914556,-0.7341097252688944,56.076104911036495,36.41293842263923,-35.06514320064213,114.83862752975814,81.81805749515249,-28.753887733505902,2.766143889499896,1.9638557334239086,-29.003847526566553,0.9696969696969697,1.0,3.0303030303030276,1.0,1.0,0.0,False,True,original_seed17
optimized/rate-0.500,0.5,18,6deceae31dc3884d911d3b6ecc6b3a2f7d7134a8ff828a4523cf6b54822d794d,0.31666666666666665,0.31666666666666665,0.0,667.16143807005,478.99670989826944,-28.203777591837355,712.9600654966998,514.4430517440676,-27.84405794374063,32.39455120939883,41.10889957946002,26.900660897357476,34.58409290012824,45.278924443902916,30.924134904041445,1.0077751525834173,1.1562619868792443,14.734123372181095,1.0,1.0,0.0,1.0,1.0,0.0,True,True,original_seed17
optimized/rate-1.000,1.0,53,a1d7b39a885f507e9d98fdaf469f9ef9161440a96e77a1eaf659cc9055c67982,0.8833333333333333,0.8833333333333333,0.0,633.7658404309483,489.8851975981744,-22.702492569643372,735.4051936806353,573.3885935005576,-22.030929557241706,35.2419672651151,45.20194378041048,28.261692772056012,38.899495034881205,51.27786383929894,31.821412574425544,3.0546611748500556,3.6187671015801666,18.467053936278255,1.0,1.0,0.0,1.0,1.0,0.0,True,True,original_seed17
optimized/rate-1.500,1.5,92,55b82a6bafecef5cb10b0d58d369222786d070705c51f35adad4bee0d159549a,1.4333333333333333,1.4333333333333333,0.0,616.1949658166043,500.9142180218945,-18.708485818597286,821.7551557372647,689.9310758398806,-16.041770955378276,40.01176281396289,51.20030324991085,27.963127963068658,48.287130333976215,59.93778973059964,24.127876964404503,5.435080054166732,6.524804340404017,20.049829540263396,1.0,1.0,0.0,1.0,1.0,0.0,True,True,original_seed17
optimized/rate-2.000,2.0,119,623440da84dfbb5ab4cce70291eaaec396a14a8e0d44ca0da9f8f693ad551ebb,2.033333333333333,1.9833333333333334,-2.4590163934426146,614.6858475167544,522.0950142861808,-15.063114533159938,1146.1656831978319,860.7108778737957,-24.905195602053787,42.48402239010957,54.95832801994849,29.36234595513012,54.81429892125631,62.39698323038209,13.833405622899075,7.9322182131504935,9.666141069071292,21.85924301787614,1.0,1.0,0.0,1.0,1.0,0.0,True,True,original_seed17
optimized/rate-3.000,3.0,184,4cea94fbafec6d0f1d060c9a6f9d054359aa28d3a37c0efa678e7bdf1b43af73,3.1666666666666665,3.1166666666666667,-1.5789473684210464,661.5006820254918,596.3020851665289,-9.85616472220816,1147.5195060512121,1046.0055303368965,-8.84638345396328,51.227511298772974,65.90369388796604,28.649025137289065,61.900029801389536,74.75712809764491,20.770746536808215,14.443146416366714,17.77447508769079,23.065117359393895,1.0,1.0,0.0,1.0,1.0,0.0,True,True,original_seed17
optimized/rate-4.136,4.135823836327486,532,f0d2d2a990a925f6a5e0ded7fcdf713fee9caaece4c61c02d1ed0b19f4288fc0,4.425,4.425,0.0,885.1703990587229,804.2880407873703,-9.13749017786425,2008.2479707002462,1825.4750170148784,-9.101114820080591,69.39538605441567,84.47383172722381,21.728311534983803,89.74185938844428,94.34893036656231,5.13369235885397,28.13926460094126,32.86857280354475,16.806793886309656,1.0,1.0,0.0,1.0,1.0,0.0,True,True,original_seed17
optimized/rate-4.744,4.744246360930501,605,88de821ab27c9ecf7b0580b44be7e4c484e70320333f93a9b3983919d2e2908e,5.041666666666667,5.083333333333333,0.8264462809917328,1121.7592095173288,965.5550020920145,-13.924932026412861,2756.810808713927,2346.254889474184,-14.89242272055914,86.44412839008307,87.8311282203567,1.6045043846294904,106.29968612721244,97.01775503294809,-8.731851835532566,39.63914414173329,39.46493508844355,-0.4394874235095436,0.8942148760330578,1.0,10.578512396694217,0.8942148760330578,1.0,10.578512396694217,False,True,original_seed17
