Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
44.4,46748911131,3320,14080997.3,14103822.0,13574698,17725992,298865.6,PushPop,:cloud_middle_decode
4.9,5197962340,20,259898117.0,144570534.5,30074385,725695405,275928383.0,PushPop,:cloud_middle_prefill
0.7,766885672,1,766885672.0,766885672.0,766885672,766885672,0.0,PushPop,:batch=914b3dce36194e3a804849df049454b0 phase=prefill requests=9b9bd82b962346698bf6968601911458
0.7,761487714,1,761487714.0,761487714.0,761487714,761487714,0.0,PushPop,:batch=b6fb650a5c50459ab304bbfe50c57084 phase=prefill requests=170917df0fbc4e4882d20cba4027852d
0.7,756284523,1,756284523.0,756284523.0,756284523,756284523,0.0,PushPop,:batch=10be7ae56cae4b95b90326542205a0c6 phase=prefill requests=a0c18c3cbc30454e9dc8e0fc5a70b6ce
0.7,755213306,1,755213306.0,755213306.0,755213306,755213306,0.0,PushPop,:batch=5d7804ede78a46978fa648639c6492d9 phase=prefill requests=f57feb390ff741e487db3ca8e2290b12
0.7,748778336,1,748778336.0,748778336.0,748778336,748778336,0.0,PushPop,:batch=ace4e1c597534e688a3caa142ae435ae phase=prefill requests=b1b40efdf42a49e9a024a5a0f1bf45e1
0.4,449837064,3340,134681.8,117877.0,106009,6635109,257215.6,PushPop,:cloud_receive
0.1,155170540,1,155170540.0,155170540.0,155170540,155170540,0.0,PushPop,:batch=ccce38ab5ad24e9690e70827d5938c6f phase=prefill requests=01fc6543d43c4d75a43f86af9f34816d
0.1,149820001,1,149820001.0,149820001.0,149820001,149820001,0.0,PushPop,:batch=8ef539559d26440d9be4683ed84ebdeb phase=prefill requests=1e364acea4d9441cbb3b7b5a16e18cfc
0.1,149422440,1,149422440.0,149422440.0,149422440,149422440,0.0,PushPop,:batch=0992b97d0cb94bf68f5dfdce41a2c955 phase=prefill requests=d78b5171e5344afb85dc62d2fb96a949
0.1,148676681,1,148676681.0,148676681.0,148676681,148676681,0.0,PushPop,:batch=afb26a78092543a6ab6869628be16b1d phase=prefill requests=dda7bf958f80408c9c3d9a541b39209a
0.1,148142385,1,148142385.0,148142385.0,148142385,148142385,0.0,PushPop,:batch=a29eb6ae5c67450b935f52a68eb7eed6 phase=prefill requests=50145c19059c448b9be20d4006a3b83e
0.1,147473960,1,147473960.0,147473960.0,147473960,147473960,0.0,PushPop,:batch=9ae3bde948b84d459034a5bf310f77d4 phase=prefill requests=b4e0239eac314a4889c1d16d6bae5c25
0.1,146876369,1,146876369.0,146876369.0,146876369,146876369,0.0,PushPop,:batch=9422312e9a8a448789cf75e821469208 phase=prefill requests=d015be2caa5144828875e4f0cf9a2fef
0.1,146115433,1,146115433.0,146115433.0,146115433,146115433,0.0,PushPop,:batch=c64b263b39b34e7dbbeeb72302506683 phase=prefill requests=1cd19dc5bb0d40cba96f02e591bbb719
0.1,145966333,1,145966333.0,145966333.0,145966333,145966333,0.0,PushPop,:batch=b1caec5117114bc1a4b9c7ce81077336 phase=prefill requests=39f9fcc80d6b458095acad54a85000e0
0.1,145430131,1,145430131.0,145430131.0,145430131,145430131,0.0,PushPop,:batch=017623d7b01948d1a5071e361483fccd phase=prefill requests=6e9e8aff32b843f3a8875c637cdebe8a
0.0,40360319,1,40360319.0,40360319.0,40360319,40360319,0.0,PushPop,:batch=0eb7e45a9aba409ab550e3270c0ef43a phase=prefill requests=13cb0b4b6523472b9c7dbfb336306fcb
0.0,32037864,1,32037864.0,32037864.0,32037864,32037864,0.0,PushPop,:batch=a0394d07228c43f1b7709be4439d3740 phase=prefill requests=02c18ca4fa9a4e78976ace85a268a23c
0.0,31360601,1,31360601.0,31360601.0,31360601,31360601,0.0,PushPop,:batch=603a3d2d9cce42d4aca8151e62f49f4c phase=prefill requests=f0ba9eeb02cc4e319c31826e4b9e36c7
0.0,31249117,1,31249117.0,31249117.0,31249117,31249117,0.0,PushPop,:batch=300472b24c3748d1aeea8d3858ab0f3a phase=prefill requests=3fecad5f11024da9a9f4bfe463bd1304
0.0,31174244,1,31174244.0,31174244.0,31174244,31174244,0.0,PushPop,:batch=ec450b8a8513400aa9907bda5f35eed4 phase=prefill requests=f2963a755062429492336a27fdc3ceba
0.0,18013846,1,18013846.0,18013846.0,18013846,18013846,0.0,PushPop,":batch=c3ee250ba3834f6bbbc937c0fbaf6ac4 phase=decode requests=02c18ca4fa9a4e78976ace85a268a23c,f0ba9eeb02cc4e319c31826e4b9e36c7,3fecad5f11024da9a9f4bfe463bd1304,f2963a755062429492336a27fdc3ceba"
0.0,17923959,1,17923959.0,17923959.0,17923959,17923959,0.0,PushPop,":batch=e67a3a841bd04c3abcf944f55a0d716b phase=decode requests=02c18ca4fa9a4e78976ace85a268a23c,f0ba9eeb02cc4e319c31826e4b9e36c7,3fecad5f11024da9a9f4bfe463bd1304,f2963a755062429492336a27fdc3ceba"
